application_id: 6	name: MCS_distance_10_frames_10_numberofspots_1000_sigmamean_10.0_sigmastd_3.33333333333_sample-heterogeneity_2.0_0.txt	filepath: /Volumes/sniekamp/TIRF-Data/20170123_Nanoruler/20170123_40nm_20x20beads_1	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x	y	intensity	background	width	a	theta	sigma	intensity_aperture	background_aperture	intensity_ratio	m_sigma	integral_aperture_sigma
17991	8	1	2	991	1	1	12503.5681779	12490.0761711	1	1	1	1	1	8.24371706804	1	1	1	8.24371706804	8.24371706804
17992	8	1	2	992	1	1	12508.6187526	12496.9458984	1	1	1	1	1	8.27348313145	1	1	1	8.27348313145	8.27348313145
17993	8	1	2	993	1	1	12488.4065985	12498.6914264	1	1	1	1	1	11.4442615177	1	1	1	11.4442615177	11.4442615177
17994	8	1	2	994	1	1	12496.5750416	12504.7764973	1	1	1	1	1	10.2406510323	1	1	1	10.2406510323	10.2406510323
17995	8	1	2	995	1	1	12510.3234264	12496.2410665	1	1	1	1	1	11.5501122957	1	1	1	11.5501122957	11.5501122957
17996	8	1	2	996	1	1	12517.7389913	12519.3116092	1	1	1	1	1	8.57522219188	1	1	1	8.57522219188	8.57522219188
17997	8	1	2	997	1	1	12507.2798379	12505.2534207	1	1	1	1	1	5.66147206713	1	1	1	5.66147206713	5.66147206713
17998	8	1	2	998	1	1	12514.4012071	12497.2466019	1	1	1	1	1	3.03767418833	1	1	1	3.03767418833	3.03767418833
17999	8	1	2	999	1	1	12499.2457754	12500.8982152	1	1	1	1	1	7.2037725192	1	1	1	7.2037725192	7.2037725192
18000	8	1	2	1000	1	1	12500.2389782	12494.0896153	1	1	1	1	1	10.6093586167	1	1	1	10.6093586167	10.6093586167
18001	9	1	2	1	1	1	12508.4567209	12496.5925709	1	1	1	1	1	6.04071291767	1	1	1	6.04071291767	6.04071291767
18002	9	1	2	2	1	1	12503.4250842	12523.1071179	1	1	1	1	1	11.6914233271	1	1	1	11.6914233271	11.6914233271
18003	9	1	2	3	1	1	12509.3796476	12493.0916831	1	1	1	1	1	9.06264370626	1	1	1	9.06264370626	9.06264370626
18004	9	1	2	4	1	1	12507.5865429	12507.7332454	1	1	1	1	1	6.09924496184	1	1	1	6.09924496184	6.09924496184
18005	9	1	2	5	1	1	12509.5680219	12493.7524893	1	1	1	1	1	5.64702121289	1	1	1	5.64702121289	5.64702121289
18006	9	1	2	6	1	1	12510.8512809	12514.2063147	1	1	1	1	1	8.40077191385	1	1	1	8.40077191385	8.40077191385
18007	9	1	2	7	1	1	12508.2750079	12518.1575321	1	1	1	1	1	14.5543012573	1	1	1	14.5543012573	14.5543012573
18008	9	1	2	8	1	1	12507.6422967	12503.7553775	1	1	1	1	1	13.377841108	1	1	1	13.377841108	13.377841108
18009	9	1	2	9	1	1	12497.6879213	12507.2098686	1	1	1	1	1	8.97969480119	1	1	1	8.97969480119	8.97969480119
18010	9	1	2	10	1	1	12496.4786057	12499.3930901	1	1	1	1	1	9.40516835244	1	1	1	9.40516835244	9.40516835244
18011	9	1	2	11	1	1	12505.7599972	12499.2278619	1	1	1	1	1	7.47347967996	1	1	1	7.47347967996	7.47347967996
18012	9	1	2	12	1	1	12506.7728848	12501.7859312	1	1	1	1	1	6.64599691247	1	1	1	6.64599691247	6.64599691247
18013	9	1	2	13	1	1	12516.5095705	12515.8930227	1	1	1	1	1	6.65934337587	1	1	1	6.65934337587	6.65934337587
18014	9	1	2	14	1	1	12506.0736554	12506.4954571	1	1	1	1	1	5.6096173217	1	1	1	5.6096173217	5.6096173217
18015	9	1	2	15	1	1	12485.5206682	12507.1097472	1	1	1	1	1	10.6711929655	1	1	1	10.6711929655	10.6711929655
18016	9	1	2	16	1	1	12530.2817605	12477.8984903	1	1	1	1	1	13.4451315695	1	1	1	13.4451315695	13.4451315695
18017	9	1	2	17	1	1	12492.2709326	12506.1366157	1	1	1	1	1	12.3565344796	1	1	1	12.3565344796	12.3565344796
18018	9	1	2	18	1	1	12508.0883228	12500.4628065	1	1	1	1	1	4.03210883906	1	1	1	4.03210883906	4.03210883906
18019	9	1	2	19	1	1	12510.6362349	12520.7340896	1	1	1	1	1	8.54292889264	1	1	1	8.54292889264	8.54292889264
18020	9	1	2	20	1	1	12516.5193132	12495.6631854	1	1	1	1	1	7.53320887333	1	1	1	7.53320887333	7.53320887333
18021	9	1	2	21	1	1	12510.9536585	12497.7786276	1	1	1	1	1	9.45009527038	1	1	1	9.45009527038	9.45009527038
18022	9	1	2	22	1	1	12519.0001077	12500.0440119	1	1	1	1	1	11.114683481	1	1	1	11.114683481	11.114683481
18023	9	1	2	23	1	1	12517.8093565	12498.6653429	1	1	1	1	1	4.79348804719	1	1	1	4.79348804719	4.79348804719
18024	9	1	2	24	1	1	12506.4128247	12496.7999868	1	1	1	1	1	10.0212560191	1	1	1	10.0212560191	10.0212560191
18025	9	1	2	25	1	1	12509.3406619	12506.3695805	1	1	1	1	1	5.3493806138	1	1	1	5.3493806138	5.3493806138
18026	9	1	2	26	1	1	12491.7069256	12494.8340784	1	1	1	1	1	18.0100335101	1	1	1	18.0100335101	18.0100335101
18027	9	1	2	27	1	1	12513.7863599	12501.3079239	1	1	1	1	1	4.30479206562	1	1	1	4.30479206562	4.30479206562
18028	9	1	2	28	1	1	12518.0255321	12499.3829064	1	1	1	1	1	12.1965253262	1	1	1	12.1965253262	12.1965253262
18029	9	1	2	29	1	1	12521.3892191	12513.0427352	1	1	1	1	1	9.04574487239	1	1	1	9.04574487239	9.04574487239
18030	9	1	2	30	1	1	12506.169131	12498.7820444	1	1	1	1	1	6.37215227563	1	1	1	6.37215227563	6.37215227563
18031	9	1	2	31	1	1	12516.9123579	12504.752905	1	1	1	1	1	6.96461351154	1	1	1	6.96461351154	6.96461351154
18032	9	1	2	32	1	1	12510.9527896	12490.2495849	1	1	1	1	1	6.86604740218	1	1	1	6.86604740218	6.86604740218
18033	9	1	2	33	1	1	12508.0766759	12488.409073	1	1	1	1	1	6.86387090796	1	1	1	6.86387090796	6.86387090796
18034	9	1	2	34	1	1	12502.6776356	12501.782974	1	1	1	1	1	7.73682353213	1	1	1	7.73682353213	7.73682353213
18035	9	1	2	35	1	1	12482.4589158	12519.2502279	1	1	1	1	1	9.2836623202	1	1	1	9.2836623202	9.2836623202
18036	9	1	2	36	1	1	12505.8065114	12489.6406033	1	1	1	1	1	8.88569047661	1	1	1	8.88569047661	8.88569047661
18037	9	1	2	37	1	1	12510.4288927	12500.4117253	1	1	1	1	1	12.0119324887	1	1	1	12.0119324887	12.0119324887
18038	9	1	2	38	1	1	12516.816952	12497.0769068	1	1	1	1	1	13.047423479	1	1	1	13.047423479	13.047423479
18039	9	1	2	39	1	1	12509.0787203	12506.1043958	1	1	1	1	1	10.7684852506	1	1	1	10.7684852506	10.7684852506
18040	9	1	2	40	1	1	12499.6136157	12486.2805698	1	1	1	1	1	11.4980967742	1	1	1	11.4980967742	11.4980967742
18041	9	1	2	41	1	1	12512.6721409	12513.0720005	1	1	1	1	1	10.9183444575	1	1	1	10.9183444575	10.9183444575
18042	9	1	2	42	1	1	12512.8574219	12503.0156215	1	1	1	1	1	6.22630246524	1	1	1	6.22630246524	6.22630246524
18043	9	1	2	43	1	1	12508.7803536	12497.0218619	1	1	1	1	1	6.448004653	1	1	1	6.448004653	6.448004653
18044	9	1	2	44	1	1	12516.354173	12478.5205942	1	1	1	1	1	11.9413953714	1	1	1	11.9413953714	11.9413953714
18045	9	1	2	45	1	1	12483.0153169	12494.9924987	1	1	1	1	1	16.3072006967	1	1	1	16.3072006967	16.3072006967
18046	9	1	2	46	1	1	12500.8622835	12506.4532858	1	1	1	1	1	8.26854845841	1	1	1	8.26854845841	8.26854845841
18047	9	1	2	47	1	1	12510.43755	12510.8404653	1	1	1	1	1	6.14441189579	1	1	1	6.14441189579	6.14441189579
18048	9	1	2	48	1	1	12511.0767388	12490.1175652	1	1	1	1	1	7.62821808848	1	1	1	7.62821808848	7.62821808848
18049	9	1	2	49	1	1	12511.1613308	12504.1146898	1	1	1	1	1	9.01820287863	1	1	1	9.01820287863	9.01820287863
18050	9	1	2	50	1	1	12519.3974731	12501.0936711	1	1	1	1	1	8.61604533066	1	1	1	8.61604533066	8.61604533066
18051	9	1	2	51	1	1	12495.1540957	12495.0306343	1	1	1	1	1	7.8082360043	1	1	1	7.8082360043	7.8082360043
18052	9	1	2	52	1	1	12515.3134366	12497.3505633	1	1	1	1	1	14.0599686887	1	1	1	14.0599686887	14.0599686887
18053	9	1	2	53	1	1	12521.6538817	12513.4641342	1	1	1	1	1	13.486300197	1	1	1	13.486300197	13.486300197
18054	9	1	2	54	1	1	12498.9001954	12495.6574708	1	1	1	1	1	9.06374957697	1	1	1	9.06374957697	9.06374957697
18055	9	1	2	55	1	1	12513.0399997	12494.486867	1	1	1	1	1	8.29924621241	1	1	1	8.29924621241	8.29924621241
18056	9	1	2	56	1	1	12506.26278	12506.61425	1	1	1	1	1	5.19920680186	1	1	1	5.19920680186	5.19920680186
18057	9	1	2	57	1	1	12489.0233597	12508.8497702	1	1	1	1	1	9.44482553455	1	1	1	9.44482553455	9.44482553455
18058	9	1	2	58	1	1	12526.586276	12496.3219368	1	1	1	1	1	12.0356647901	1	1	1	12.0356647901	12.0356647901
18059	9	1	2	59	1	1	12505.0005471	12492.2190129	1	1	1	1	1	16.2440630194	1	1	1	16.2440630194	16.2440630194
18060	9	1	2	60	1	1	12507.9106283	12483.7369998	1	1	1	1	1	14.8690299752	1	1	1	14.8690299752	14.8690299752
18061	9	1	2	61	1	1	12519.5168147	12505.1564493	1	1	1	1	1	8.44512417601	1	1	1	8.44512417601	8.44512417601
18062	9	1	2	62	1	1	12526.8497809	12492.7625612	1	1	1	1	1	14.240881389	1	1	1	14.240881389	14.240881389
18063	9	1	2	63	1	1	12501.1631449	12495.2540263	1	1	1	1	1	9.83734969275	1	1	1	9.83734969275	9.83734969275
18064	9	1	2	64	1	1	12504.8504424	12497.0200841	1	1	1	1	1	7.40982126684	1	1	1	7.40982126684	7.40982126684
18065	9	1	2	65	1	1	12512.0832249	12502.787344	1	1	1	1	1	4.80303484445	1	1	1	4.80303484445	4.80303484445
18066	9	1	2	66	1	1	12502.0219885	12502.2392293	1	1	1	1	1	7.55357848652	1	1	1	7.55357848652	7.55357848652
18067	9	1	2	67	1	1	12501.1356272	12481.3418411	1	1	1	1	1	10.9866048985	1	1	1	10.9866048985	10.9866048985
18068	9	1	2	68	1	1	12506.3378392	12491.0172115	1	1	1	1	1	9.88131021574	1	1	1	9.88131021574	9.88131021574
18069	9	1	2	69	1	1	12519.8318314	12520.8406377	1	1	1	1	1	13.0630854519	1	1	1	13.0630854519	13.0630854519
18070	9	1	2	70	1	1	12510.320931	12516.2831402	1	1	1	1	1	14.5922652262	1	1	1	14.5922652262	14.5922652262
18071	9	1	2	71	1	1	12504.1818136	12504.9876841	1	1	1	1	1	9.65174775178	1	1	1	9.65174775178	9.65174775178
18072	9	1	2	72	1	1	12521.9104642	12501.7510994	1	1	1	1	1	8.37446210435	1	1	1	8.37446210435	8.37446210435
18073	9	1	2	73	1	1	12526.6543019	12490.4124115	1	1	1	1	1	11.9349850892	1	1	1	11.9349850892	11.9349850892
18074	9	1	2	74	1	1	12515.39678	12494.7865779	1	1	1	1	1	6.82130162638	1	1	1	6.82130162638	6.82130162638
18075	9	1	2	75	1	1	12499.6639934	12507.3315778	1	1	1	1	1	10.6002707617	1	1	1	10.6002707617	10.6002707617
18076	9	1	2	76	1	1	12508.5293523	12491.4511656	1	1	1	1	1	9.0122159006	1	1	1	9.0122159006	9.0122159006
18077	9	1	2	77	1	1	12491.1328957	12482.0467428	1	1	1	1	1	7.35206614122	1	1	1	7.35206614122	7.35206614122
18078	9	1	2	78	1	1	12520.5004352	12502.2602672	1	1	1	1	1	9.78026468877	1	1	1	9.78026468877	9.78026468877
18079	9	1	2	79	1	1	12529.6554565	12499.5063019	1	1	1	1	1	8.67568416637	1	1	1	8.67568416637	8.67568416637
18080	9	1	2	80	1	1	12510.9162434	12510.7396613	1	1	1	1	1	8.78967772014	1	1	1	8.78967772014	8.78967772014
18081	9	1	2	81	1	1	12510.6312154	12498.8452158	1	1	1	1	1	6.67087705519	1	1	1	6.67087705519	6.67087705519
18082	9	1	2	82	1	1	12513.6957869	12512.6916885	1	1	1	1	1	12.3438507454	1	1	1	12.3438507454	12.3438507454
18083	9	1	2	83	1	1	12496.6818298	12509.1277986	1	1	1	1	1	11.2558079916	1	1	1	11.2558079916	11.2558079916
18084	9	1	2	84	1	1	12517.6149802	12503.803973	1	1	1	1	1	11.4538483355	1	1	1	11.4538483355	11.4538483355
18085	9	1	2	85	1	1	12505.7663861	12498.6589934	1	1	1	1	1	11.0086079995	1	1	1	11.0086079995	11.0086079995
18086	9	1	2	86	1	1	12524.5870545	12511.3000529	1	1	1	1	1	11.1281456778	1	1	1	11.1281456778	11.1281456778
18087	9	1	2	87	1	1	12495.7137888	12499.2681892	1	1	1	1	1	9.35038819975	1	1	1	9.35038819975	9.35038819975
18088	9	1	2	88	1	1	12484.7037195	12487.7358665	1	1	1	1	1	11.5238211159	1	1	1	11.5238211159	11.5238211159
18089	9	1	2	89	1	1	12504.9610607	12503.2567845	1	1	1	1	1	12.4921507031	1	1	1	12.4921507031	12.4921507031
18090	9	1	2	90	1	1	12520.7261303	12479.2129145	1	1	1	1	1	14.3651936743	1	1	1	14.3651936743	14.3651936743
18091	9	1	2	91	1	1	12512.2724625	12493.7579181	1	1	1	1	1	7.50133592843	1	1	1	7.50133592843	7.50133592843
18092	9	1	2	92	1	1	12523.0001271	12512.2546755	1	1	1	1	1	12.2248433182	1	1	1	12.2248433182	12.2248433182
18093	9	1	2	93	1	1	12520.2306558	12497.7951716	1	1	1	1	1	7.63932841728	1	1	1	7.63932841728	7.63932841728
18094	9	1	2	94	1	1	12505.0998261	12501.7505907	1	1	1	1	1	9.98493292109	1	1	1	9.98493292109	9.98493292109
18095	9	1	2	95	1	1	12532.5968234	12494.6784388	1	1	1	1	1	16.1735846173	1	1	1	16.1735846173	16.1735846173
18096	9	1	2	96	1	1	12526.0967321	12507.0308167	1	1	1	1	1	10.0798734696	1	1	1	10.0798734696	10.0798734696
18097	9	1	2	97	1	1	12517.7108513	12482.5005731	1	1	1	1	1	7.55833052667	1	1	1	7.55833052667	7.55833052667
18098	9	1	2	98	1	1	12507.6177476	12499.2670905	1	1	1	1	1	7.31053601309	1	1	1	7.31053601309	7.31053601309
18099	9	1	2	99	1	1	12527.9494895	12520.1243231	1	1	1	1	1	10.7579757507	1	1	1	10.7579757507	10.7579757507
18100	9	1	2	100	1	1	12514.0178784	12504.9221377	1	1	1	1	1	4.9773311295	1	1	1	4.9773311295	4.9773311295
18101	9	1	2	101	1	1	12507.0216656	12493.4084895	1	1	1	1	1	16.9885029258	1	1	1	16.9885029258	16.9885029258
18102	9	1	2	102	1	1	12510.7890244	12502.1770009	1	1	1	1	1	2.66860790653	1	1	1	2.66860790653	2.66860790653
18103	9	1	2	103	1	1	12514.7308369	12505.672242	1	1	1	1	1	6.74671108163	1	1	1	6.74671108163	6.74671108163
18104	9	1	2	104	1	1	12501.2185727	12493.4362278	1	1	1	1	1	7.69166841421	1	1	1	7.69166841421	7.69166841421
18105	9	1	2	105	1	1	12521.5447352	12505.9911204	1	1	1	1	1	12.9292585211	1	1	1	12.9292585211	12.9292585211
18106	9	1	2	106	1	1	12555.4932772	12504.7639002	1	1	1	1	1	22.3484759639	1	1	1	22.3484759639	22.3484759639
18107	9	1	2	107	1	1	12518.9753996	12492.2173325	1	1	1	1	1	10.0883741304	1	1	1	10.0883741304	10.0883741304
18108	9	1	2	108	1	1	12518.9852567	12496.7118427	1	1	1	1	1	10.5737037208	1	1	1	10.5737037208	10.5737037208
18109	9	1	2	109	1	1	12520.3420786	12498.0481607	1	1	1	1	1	10.4919358059	1	1	1	10.4919358059	10.4919358059
18110	9	1	2	110	1	1	12504.1126998	12493.2682865	1	1	1	1	1	11.5456117803	1	1	1	11.5456117803	11.5456117803
18111	9	1	2	111	1	1	12533.7005214	12485.6819129	1	1	1	1	1	14.2822543282	1	1	1	14.2822543282	14.2822543282
18112	9	1	2	112	1	1	12498.5518311	12483.74362	1	1	1	1	1	9.50990902188	1	1	1	9.50990902188	9.50990902188
18113	9	1	2	113	1	1	12508.9135978	12494.649644	1	1	1	1	1	7.57388510686	1	1	1	7.57388510686	7.57388510686
18114	9	1	2	114	1	1	12524.9755932	12494.4956949	1	1	1	1	1	7.83459784209	1	1	1	7.83459784209	7.83459784209
18115	9	1	2	115	1	1	12510.3557905	12501.9412286	1	1	1	1	1	9.73861188834	1	1	1	9.73861188834	9.73861188834
18116	9	1	2	116	1	1	12498.7218726	12510.4693687	1	1	1	1	1	8.58099817726	1	1	1	8.58099817726	8.58099817726
18117	9	1	2	117	1	1	12499.7707611	12490.1664294	1	1	1	1	1	7.75482946419	1	1	1	7.75482946419	7.75482946419
18118	9	1	2	118	1	1	12510.3450255	12502.1959314	1	1	1	1	1	12.6131876605	1	1	1	12.6131876605	12.6131876605
18119	9	1	2	119	1	1	12511.0040848	12491.4687798	1	1	1	1	1	6.35243820486	1	1	1	6.35243820486	6.35243820486
18120	9	1	2	120	1	1	12532.3421344	12489.6989132	1	1	1	1	1	13.6788617171	1	1	1	13.6788617171	13.6788617171
18121	9	1	2	121	1	1	12477.1077682	12499.6429853	1	1	1	1	1	9.75725500706	1	1	1	9.75725500706	9.75725500706
18122	9	1	2	122	1	1	12513.7691645	12495.1966491	1	1	1	1	1	6.46521344497	1	1	1	6.46521344497	6.46521344497
18123	9	1	2	123	1	1	12526.1979978	12503.4452236	1	1	1	1	1	11.8046472997	1	1	1	11.8046472997	11.8046472997
18124	9	1	2	124	1	1	12519.1272862	12501.5750259	1	1	1	1	1	9.64168471298	1	1	1	9.64168471298	9.64168471298
18125	9	1	2	125	1	1	12508.6597704	12490.1048945	1	1	1	1	1	10.0462089896	1	1	1	10.0462089896	10.0462089896
18126	9	1	2	126	1	1	12528.2191098	12490.0799076	1	1	1	1	1	9.11496593537	1	1	1	9.11496593537	9.11496593537
18127	9	1	2	127	1	1	12505.6853384	12489.3338856	1	1	1	1	1	18.9653758963	1	1	1	18.9653758963	18.9653758963
18128	9	1	2	128	1	1	12520.2079632	12505.0531819	1	1	1	1	1	10.5564786073	1	1	1	10.5564786073	10.5564786073
18129	9	1	2	129	1	1	12499.8301652	12494.0145854	1	1	1	1	1	9.44296127823	1	1	1	9.44296127823	9.44296127823
18130	9	1	2	130	1	1	12512.4737398	12510.2134295	1	1	1	1	1	7.13454948883	1	1	1	7.13454948883	7.13454948883
18131	9	1	2	131	1	1	12515.1836301	12501.9089613	1	1	1	1	1	8.06991255576	1	1	1	8.06991255576	8.06991255576
18132	9	1	2	132	1	1	12494.5970318	12496.0787873	1	1	1	1	1	12.5013123587	1	1	1	12.5013123587	12.5013123587
18133	9	1	2	133	1	1	12529.1052912	12493.5632742	1	1	1	1	1	7.56930156669	1	1	1	7.56930156669	7.56930156669
18134	9	1	2	134	1	1	12502.8562892	12507.2483733	1	1	1	1	1	13.9824933805	1	1	1	13.9824933805	13.9824933805
18135	9	1	2	135	1	1	12509.510783	12504.3716661	1	1	1	1	1	3.72356628623	1	1	1	3.72356628623	3.72356628623
18136	9	1	2	136	1	1	12506.5127981	12500.4547425	1	1	1	1	1	8.96703710814	1	1	1	8.96703710814	8.96703710814
18137	9	1	2	137	1	1	12512.1559218	12502.2202113	1	1	1	1	1	7.44163562618	1	1	1	7.44163562618	7.44163562618
18138	9	1	2	138	1	1	12510.5175277	12505.5246723	1	1	1	1	1	7.67816812772	1	1	1	7.67816812772	7.67816812772
18139	9	1	2	139	1	1	12510.9632881	12510.2764288	1	1	1	1	1	12.7049352429	1	1	1	12.7049352429	12.7049352429
18140	9	1	2	140	1	1	12516.0030264	12512.0970469	1	1	1	1	1	13.5899964133	1	1	1	13.5899964133	13.5899964133
18141	9	1	2	141	1	1	12514.0389601	12501.7975661	1	1	1	1	1	6.84586839067	1	1	1	6.84586839067	6.84586839067
18142	9	1	2	142	1	1	12512.0567415	12511.7923265	1	1	1	1	1	10.8947162079	1	1	1	10.8947162079	10.8947162079
18143	9	1	2	143	1	1	12502.3507507	12497.2260552	1	1	1	1	1	9.89490746844	1	1	1	9.89490746844	9.89490746844
18144	9	1	2	144	1	1	12491.2201306	12499.8764968	1	1	1	1	1	12.9970539033	1	1	1	12.9970539033	12.9970539033
18145	9	1	2	145	1	1	12506.7848477	12491.4967718	1	1	1	1	1	14.6184303029	1	1	1	14.6184303029	14.6184303029
18146	9	1	2	146	1	1	12503.7899179	12477.5750128	1	1	1	1	1	10.6973647779	1	1	1	10.6973647779	10.6973647779
18147	9	1	2	147	1	1	12498.9196904	12486.8061109	1	1	1	1	1	13.4641483569	1	1	1	13.4641483569	13.4641483569
18148	9	1	2	148	1	1	12509.9362646	12493.5077852	1	1	1	1	1	6.37979589283	1	1	1	6.37979589283	6.37979589283
18149	9	1	2	149	1	1	12502.3592774	12488.0112169	1	1	1	1	1	7.31205341997	1	1	1	7.31205341997	7.31205341997
18150	9	1	2	150	1	1	12483.7806243	12492.3038168	1	1	1	1	1	10.8779932577	1	1	1	10.8779932577	10.8779932577
18151	9	1	2	151	1	1	12524.7976498	12499.8662851	1	1	1	1	1	8.160057841	1	1	1	8.160057841	8.160057841
18152	9	1	2	152	1	1	12523.3677612	12502.1458838	1	1	1	1	1	9.37077787351	1	1	1	9.37077787351	9.37077787351
18153	9	1	2	153	1	1	12515.347381	12502.2687346	1	1	1	1	1	8.377696581	1	1	1	8.377696581	8.377696581
18154	9	1	2	154	1	1	12499.3067491	12507.6138791	1	1	1	1	1	7.79495597621	1	1	1	7.79495597621	7.79495597621
18155	9	1	2	155	1	1	12512.7069278	12498.7900223	1	1	1	1	1	4.89622027784	1	1	1	4.89622027784	4.89622027784
18156	9	1	2	156	1	1	12506.9301852	12501.660159	1	1	1	1	1	2.55952619515	1	1	1	2.55952619515	2.55952619515
18157	9	1	2	157	1	1	12515.5067381	12486.3365595	1	1	1	1	1	7.74561531392	1	1	1	7.74561531392	7.74561531392
18158	9	1	2	158	1	1	12507.4765375	12518.4051484	1	1	1	1	1	11.4026656209	1	1	1	11.4026656209	11.4026656209
18159	9	1	2	159	1	1	12515.7876829	12500.4590171	1	1	1	1	1	6.77247978546	1	1	1	6.77247978546	6.77247978546
18160	9	1	2	160	1	1	12507.7479578	12514.1161422	1	1	1	1	1	9.1186635838	1	1	1	9.1186635838	9.1186635838
18161	9	1	2	161	1	1	12495.3206172	12494.7842613	1	1	1	1	1	5.84040874925	1	1	1	5.84040874925	5.84040874925
18162	9	1	2	162	1	1	12514.7121563	12501.337576	1	1	1	1	1	9.3641626919	1	1	1	9.3641626919	9.3641626919
18163	9	1	2	163	1	1	12491.2652883	12517.7491291	1	1	1	1	1	15.152186432	1	1	1	15.152186432	15.152186432
18164	9	1	2	164	1	1	12500.3113794	12505.9540523	1	1	1	1	1	12.2236642331	1	1	1	12.2236642331	12.2236642331
18165	9	1	2	165	1	1	12534.7632586	12478.2935478	1	1	1	1	1	9.9095432424	1	1	1	9.9095432424	9.9095432424
18166	9	1	2	166	1	1	12522.0721895	12505.7295609	1	1	1	1	1	13.1229591119	1	1	1	13.1229591119	13.1229591119
18167	9	1	2	167	1	1	12511.1442862	12488.4443417	1	1	1	1	1	8.85658200374	1	1	1	8.85658200374	8.85658200374
18168	9	1	2	168	1	1	12519.1979704	12498.7565495	1	1	1	1	1	7.22949087524	1	1	1	7.22949087524	7.22949087524
18169	9	1	2	169	1	1	12527.1370891	12521.9484532	1	1	1	1	1	13.1620120539	1	1	1	13.1620120539	13.1620120539
18170	9	1	2	170	1	1	12511.0927384	12510.8641661	1	1	1	1	1	9.52330842404	1	1	1	9.52330842404	9.52330842404
18171	9	1	2	171	1	1	12505.3101146	12497.6912286	1	1	1	1	1	6.68891386669	1	1	1	6.68891386669	6.68891386669
18172	9	1	2	172	1	1	12503.2382503	12507.0040091	1	1	1	1	1	8.36245791537	1	1	1	8.36245791537	8.36245791537
18173	9	1	2	173	1	1	12499.1028671	12499.0617097	1	1	1	1	1	7.19869332404	1	1	1	7.19869332404	7.19869332404
18174	9	1	2	174	1	1	12495.4249999	12498.8664006	1	1	1	1	1	10.726457609	1	1	1	10.726457609	10.726457609
18175	9	1	2	175	1	1	12502.4552402	12510.0712819	1	1	1	1	1	9.08446011918	1	1	1	9.08446011918	9.08446011918
18176	9	1	2	176	1	1	12506.4210302	12504.9951889	1	1	1	1	1	5.07740171906	1	1	1	5.07740171906	5.07740171906
18177	9	1	2	177	1	1	12503.7105076	12492.5079672	1	1	1	1	1	8.52788973041	1	1	1	8.52788973041	8.52788973041
18178	9	1	2	178	1	1	12510.7577997	12505.2365632	1	1	1	1	1	5.71061726294	1	1	1	5.71061726294	5.71061726294
18179	9	1	2	179	1	1	12503.0033873	12492.425453	1	1	1	1	1	6.13063243768	1	1	1	6.13063243768	6.13063243768
18180	9	1	2	180	1	1	12506.0116606	12489.2822798	1	1	1	1	1	8.4420287541	1	1	1	8.4420287541	8.4420287541
18181	9	1	2	181	1	1	12502.3113192	12493.4394478	1	1	1	1	1	14.1926243563	1	1	1	14.1926243563	14.1926243563
18182	9	1	2	182	1	1	12530.1899054	12500.8454635	1	1	1	1	1	13.4835841884	1	1	1	13.4835841884	13.4835841884
18183	9	1	2	183	1	1	12518.4172236	12496.3831616	1	1	1	1	1	12.9178305011	1	1	1	12.9178305011	12.9178305011
18184	9	1	2	184	1	1	12508.5157403	12508.0379162	1	1	1	1	1	9.43893690975	1	1	1	9.43893690975	9.43893690975
18185	9	1	2	185	1	1	12508.5430009	12499.718607	1	1	1	1	1	6.58621185937	1	1	1	6.58621185937	6.58621185937
18186	9	1	2	186	1	1	12524.0115367	12495.6284018	1	1	1	1	1	9.64723078032	1	1	1	9.64723078032	9.64723078032
18187	9	1	2	187	1	1	12496.8418481	12502.1879074	1	1	1	1	1	11.0292792659	1	1	1	11.0292792659	11.0292792659
18188	9	1	2	188	1	1	12496.308823	12496.6736678	1	1	1	1	1	12.8741457043	1	1	1	12.8741457043	12.8741457043
18189	9	1	2	189	1	1	12493.2948003	12482.0250598	1	1	1	1	1	13.4906592368	1	1	1	13.4906592368	13.4906592368
18190	9	1	2	190	1	1	12516.0577376	12503.393966	1	1	1	1	1	6.80151077873	1	1	1	6.80151077873	6.80151077873
18191	9	1	2	191	1	1	12515.0264615	12493.4230544	1	1	1	1	1	4.01162291383	1	1	1	4.01162291383	4.01162291383
18192	9	1	2	192	1	1	12516.7402449	12494.3453233	1	1	1	1	1	7.4486463764	1	1	1	7.4486463764	7.4486463764
18193	9	1	2	193	1	1	12510.1107522	12489.4486225	1	1	1	1	1	11.5944936852	1	1	1	11.5944936852	11.5944936852
18194	9	1	2	194	1	1	12512.4219168	12505.8042463	1	1	1	1	1	4.50062258298	1	1	1	4.50062258298	4.50062258298
18195	9	1	2	195	1	1	12508.0352244	12504.4355037	1	1	1	1	1	7.06700621162	1	1	1	7.06700621162	7.06700621162
18196	9	1	2	196	1	1	12527.905351	12508.5384704	1	1	1	1	1	10.1581386001	1	1	1	10.1581386001	10.1581386001
18197	9	1	2	197	1	1	12504.2320838	12500.1457413	1	1	1	1	1	5.67275973204	1	1	1	5.67275973204	5.67275973204
